Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
259,The Legend of Zelda Ultra,XSX,2022.0,Sports,Electronic Arts,1.45,0.6,0.47,1.17,3.69
260,Cyberpunk Infinite,PC,2015.0,Adventure,Nintendo,0.46,0.8,0.02,0.0,1.28
261,God of War Infinite,PS4,2016.0,Role-Playing,Nintendo,0.12,0.41,0.39,0.08,1.0
262,Pokemon 2024,PS3,2016.0,Shooter,Take-Two Interactive,0.01,0.09,0.61,0.29,1.0
263,Red Dead Redemption Ultra,PC,2016.0,Role-Playing,Activision,1.36,0.88,0.07,0.5,2.81
264,Cyberpunk V,X360,2021.0,Shooter,Take-Two Interactive,0.71,0.2,0.31,0.97,2.19
265,God of War 2022,PC,2021.0,Adventure,Electronic Arts,0.77,0.48,0.26,0.25,1.76
266,FIFA Soccer Remastered,PC,2022.0,Role-Playing,Ubisoft,0.38,0.66,0.04,0.62,1.7
267,FIFA Soccer 2023,PS3,2023.0,Sports,Nintendo,1.52,0.31,0.0,0.18,2.01
268,Minecraft 2022,X360,2020.0,Sports,Electronic Arts,0.31,1.08,0.11,0.03,1.53
269,Pokemon 2023,XSX,2016.0,Role-Playing,Sony Computer Entertainment,2.45,0.46,0.72,0.12,3.75
270,Forza Horizon Infinite,PS5,2023.0,Racing,Electronic Arts,1.34,0.0,0.05,0.31,1.7
271,Red Dead Redemption 2024,PS4,2023.0,Role-Playing,Electronic Arts,0.12,1.22,0.31,0.01,1.66
272,Red Dead Redemption Ultra,PS4,2017.0,Shooter,Activision,0.51,0.04,0.44,0.13,1.12
273,God of War 2022,PC,2022.0,Shooter,Take-Two Interactive,1.15,1.27,0.42,0.01,2.85
274,Grand Theft Auto 2023,XOne,2019.0,Role-Playing,Take-Two Interactive,1.26,0.51,0.26,0.02,2.05
275,Call of Duty V,PC,2019.0,Sports,Ubisoft,1.28,0.22,0.73,0.46,2.69
276,Mario Kart 2022,XOne,2015.0,Adventure,Take-Two Interactive,2.6,0.25,0.39,0.53,3.77
277,Call of Duty Remastered,X360,2022.0,Role-Playing,Electronic Arts,0.16,1.56,0.26,0.02,2.0
278,The Legend of Zelda V,X360,2015.0,Racing,Electronic Arts,1.48,0.2,0.31,0.21,2.2
279,Halo Remastered,X360,2022.0,Shooter,Electronic Arts,1.68,1.21,0.18,0.13,3.2
280,God of War Origins,PS5,2021.0,Sports,Sony Computer Entertainment,1.23,0.7,1.39,0.07,3.39
281,Pokemon Infinite,PS3,2023.0,Role-Playing,Take-Two Interactive,0.25,1.03,0.29,0.57,2.14
282,Mario Kart 2024,Switch,2015.0,Racing,Sony Computer Entertainment,0.47,2.0,0.1,0.16,2.73
283,FIFA Soccer 2023,PS4,2018.0,Sports,Ubisoft,1.1,0.47,0.04,0.79,2.4
284,Forza Horizon Origins,PC,2020.0,Racing,Take-Two Interactive,2.9,1.14,0.24,0.05,4.33
285,Minecraft Origins,PS3,2015.0,Role-Playing,Ubisoft,0.16,4.24,0.22,0.12,4.74
286,Grand Theft Auto 2024,XSX,2023.0,Shooter,,0.27,0.49,0.76,0.05,1.57
287,Minecraft Remastered,XSX,2016.0,Shooter,Ubisoft,1.32,0.4,0.92,0.85,3.49
288,Grand Theft Auto Infinite,PC,2021.0,Action,Nintendo,1.67,2.58,0.43,0.48,5.16
289,Grand Theft Auto Origins,XSX,2019.0,Role-Playing,Activision,0.28,0.31,0.57,0.33,1.49
290,God of War Origins,XOne,2018.0,Role-Playing,Ubisoft,0.38,0.41,0.76,1.25,2.8
291,Call of Duty 2024,XSX,2017.0,Role-Playing,Ubisoft,0.07,0.47,0.1,0.24,0.88
292,The Legend of Zelda 2024,PS5,2016.0,Role-Playing,Electronic Arts,2.56,1.68,1.1,0.01,5.35
293,The Legend of Zelda 2023,PS4,2016.0,Action,Take-Two Interactive,1.25,0.2,0.17,0.32,1.94
294,Red Dead Redemption 2023,XOne,2021.0,Shooter,Ubisoft,2.47,2.34,0.67,0.14,5.62
295,FIFA Soccer Remastered,Switch,2017.0,Racing,Electronic Arts,0.99,0.03,0.3,0.11,1.43
296,Call of Duty 2024,X360,2018.0,Shooter,Ubisoft,1.3,1.18,0.32,0.04,2.84
297,Cyberpunk Remastered,X360,2019.0,Racing,Ubisoft,1.6,0.0,0.16,0.18,1.94
298,Halo Infinite,PC,2018.0,Racing,Ubisoft,0.29,0.0,0.39,0.85,1.53
299,God of War Origins,Switch,2016.0,Adventure,Activision,2.49,1.36,0.09,0.08,4.02
300,Minecraft Remastered,X360,2020.0,Platform,Ubisoft,0.98,0.87,0.02,0.2,2.07
301,God of War 2022,XOne,2023.0,Sports,Take-Two Interactive,0.49,2.38,0.3,0.03,3.2
302,God of War 2024,XSX,2022.0,Action,Electronic Arts,0.19,0.16,0.03,0.41,0.79
303,God of War 2022,PS5,2023.0,Shooter,Electronic Arts,0.47,0.33,1.15,0.49,2.44
304,Halo Ultra,PS4,2018.0,Action,,1.7,1.06,0.15,0.01,2.92
305,Forza Horizon 2022,PC,2021.0,Sports,Ubisoft,0.29,0.98,0.51,0.2,1.98
306,Call of Duty Origins,XOne,2017.0,Platform,Ubisoft,3.35,0.21,0.63,0.41,4.6
307,FIFA Soccer Ultra,PC,2019.0,Shooter,Electronic Arts,0.08,0.3,0.82,0.48,1.68
308,Grand Theft Auto Ultra,PS3,2015.0,Role-Playing,Electronic Arts,0.02,0.4,0.06,0.13,0.61
309,Red Dead Redemption V,Switch,2015.0,Platform,Nintendo,0.37,0.45,0.35,0.1,1.27
310,Grand Theft Auto 2022,Switch,2021.0,Role-Playing,Take-Two Interactive,1.1,0.18,0.16,0.35,1.79
311,FIFA Soccer Infinite,PS5,2022.0,Action,Electronic Arts,0.08,0.59,0.06,0.88,1.61
312,The Legend of Zelda 2023,PS5,2015.0,Role-Playing,Electronic Arts,0.47,0.41,0.09,0.06,1.03
313,Red Dead Redemption Ultra,PS5,2021.0,Platform,Take-Two Interactive,0.09,0.06,0.91,0.09,1.15
314,Grand Theft Auto 2024,X360,2019.0,Sports,Take-Two Interactive,0.02,2.68,0.09,0.28,3.07
315,God of War 2024,XSX,2016.0,Shooter,Sony Computer Entertainment,2.21,2.35,0.03,0.04,4.63
316,The Legend of Zelda 2024,PS3,2016.0,Platform,Sony Computer Entertainment,0.51,0.04,0.3,0.12,0.97
317,Mario Kart 2022,PS5,2020.0,Role-Playing,Electronic Arts,4.15,0.09,0.0,0.14,4.38
318,God of War Remastered,X360,2023.0,Adventure,Sony Computer Entertainment,0.63,4.47,0.08,0.2,5.38
319,Cyberpunk Infinite,PS4,2015.0,Racing,Sony Computer Entertainment,0.27,0.25,0.09,0.02,0.63
320,Forza Horizon 2022,XOne,2021.0,Sports,Take-Two Interactive,2.01,1.31,0.52,0.67,4.51
321,Forza Horizon V,PS4,2022.0,Adventure,Nintendo,0.08,0.37,0.76,0.22,1.43
322,Red Dead Redemption 2022,PC,2016.0,Racing,Electronic Arts,1.7,0.48,0.3,0.07,2.55
323,Grand Theft Auto 2023,XSX,2016.0,Shooter,Ubisoft,1.92,0.28,0.18,0.01,2.39
324,Pokemon V,PS3,2015.0,Role-Playing,Sony Computer Entertainment,1.59,0.42,0.32,0.08,2.41
325,The Legend of Zelda 2022,PS5,2016.0,Role-Playing,Ubisoft,2.35,1.35,0.35,0.03,4.08
326,Red Dead Redemption 2024,PS3,2019.0,Sports,Electronic Arts,1.49,0.06,0.62,0.44,2.61
327,The Legend of Zelda Remastered,PC,2021.0,Sports,Electronic Arts,0.29,0.31,0.7,0.02,1.32
328,God of War V,Switch,2021.0,Sports,Electronic Arts,0.68,0.43,0.0,0.09,1.2
329,Grand Theft Auto Infinite,PS3,2015.0,Adventure,Ubisoft,1.48,1.59,0.23,0.39,3.69
330,Call of Duty V,XOne,2017.0,Sports,Nintendo,0.28,0.59,0.28,0.07,1.22
331,Mario Kart V,X360,2022.0,Platform,Sony Computer Entertainment,1.05,0.65,0.16,0.14,2.0
332,Forza Horizon 2022,Switch,2017.0,Sports,Activision,0.87,0.69,0.01,0.73,2.3
333,Halo Ultra,PS3,2021.0,Sports,Electronic Arts,0.13,1.16,0.34,0.37,2.0
334,Call of Duty 2024,PS4,,Shooter,Ubisoft,0.9,0.79,0.35,0.07,2.11
335,Cyberpunk Ultra,PS4,2020.0,Racing,Electronic Arts,2.04,0.53,0.12,0.39,3.08
336,FIFA Soccer 2022,Switch,2019.0,Adventure,Nintendo,0.58,0.83,0.0,0.08,1.49
337,Minecraft Remastered,X360,2018.0,Action,Sony Computer Entertainment,1.15,0.06,0.14,0.41,1.76
338,Pokemon 2023,Switch,2017.0,Shooter,Nintendo,0.47,0.37,0.02,0.12,0.98
339,Forza Horizon Infinite,XOne,2016.0,Shooter,Take-Two Interactive,1.19,0.53,0.0,0.41,2.13
340,God of War Remastered,PS3,,Action,Activision,0.81,0.34,0.34,0.36,1.85
341,Red Dead Redemption Origins,XOne,2023.0,Adventure,Sony Computer Entertainment,0.47,0.4,0.05,0.07,0.99
342,Forza Horizon Remastered,PS5,2020.0,Racing,Ubisoft,1.56,0.29,0.16,0.31,2.32
343,God of War Ultra,Switch,2015.0,Shooter,Activision,0.97,0.11,0.18,0.15,1.41
344,Minecraft 2022,X360,2017.0,Shooter,Take-Two Interactive,1.11,0.31,0.09,0.05,1.56
345,Grand Theft Auto Infinite,PC,2018.0,Sports,Ubisoft,0.68,3.27,0.46,0.37,4.78
346,Cyberpunk 2022,Switch,2020.0,Adventure,Take-Two Interactive,0.59,1.75,0.52,0.25,3.11
347,God of War Ultra,PC,2021.0,Shooter,Ubisoft,6.12,1.4,0.56,0.07,8.15
348,Pokemon Remastered,XSX,2017.0,Shooter,Ubisoft,6.65,0.22,0.01,0.13,7.01
349,Pokemon Origins,XOne,2019.0,Platform,Nintendo,0.29,0.01,0.43,0.24,0.97
350,Pokemon 2023,XOne,2019.0,Shooter,Ubisoft,0.57,0.4,0.02,0.25,1.24
351,Pokemon 2022,XSX,2016.0,Shooter,Nintendo,0.46,0.6,0.07,1.36,2.49
352,Call of Duty 2023,XSX,2016.0,Platform,Electronic Arts,0.5,1.59,0.03,0.65,2.77
353,Pokemon Infinite,PS4,2020.0,Action,Take-Two Interactive,0.19,0.81,0.27,0.05,1.32
354,Call of Duty Origins,PC,2018.0,Platform,Activision,1.27,0.02,0.06,0.15,1.5
355,Minecraft 2024,XSX,2016.0,Sports,Take-Two Interactive,0.94,0.26,0.76,0.22,2.18
356,Minecraft Remastered,PS3,2015.0,Racing,Activision,1.03,1.7,0.64,0.27,3.64
357,Cyberpunk Ultra,XOne,2017.0,Racing,Electronic Arts,0.25,0.19,0.35,0.23,1.02
358,The Legend of Zelda V,PC,2021.0,Role-Playing,Sony Computer Entertainment,0.63,0.4,0.33,0.56,1.92
359,FIFA Soccer 2023,X360,2016.0,Role-Playing,Activision,0.71,0.05,0.86,0.02,1.64
360,The Legend of Zelda V,PS4,2022.0,Role-Playing,Nintendo,0.27,0.02,0.53,0.11,0.93
361,Grand Theft Auto Origins,PS5,2016.0,Platform,Sony Computer Entertainment,0.46,1.6,0.05,0.02,2.13
362,Red Dead Redemption V,PS3,2020.0,Platform,Ubisoft,1.67,0.29,0.11,0.0,2.07
363,Call of Duty Infinite,X360,2023.0,Adventure,Activision,1.38,0.26,0.14,0.05,1.83
364,Red Dead Redemption Ultra,PS4,2021.0,Adventure,Activision,2.02,3.64,0.66,0.12,6.44
365,God of War Infinite,XSX,2017.0,Role-Playing,Take-Two Interactive,1.18,0.1,0.48,0.03,1.79
366,Cyberpunk Origins,Switch,2019.0,Action,Electronic Arts,0.79,1.07,0.22,0.51,2.59
367,Cyberpunk 2022,Switch,2020.0,Shooter,Take-Two Interactive,2.12,0.14,0.58,0.17,3.01
368,Minecraft Ultra,X360,2020.0,Platform,Electronic Arts,0.52,1.28,0.14,0.02,1.96
369,The Legend of Zelda V,XSX,2019.0,Action,Electronic Arts,2.28,0.23,0.09,0.0,2.6
370,Grand Theft Auto Remastered,Switch,2018.0,Action,Take-Two Interactive,0.67,0.35,0.03,0.17,1.22
371,Cyberpunk Ultra,XOne,2021.0,Sports,Nintendo,0.01,1.18,0.36,0.24,1.79
372,Halo Origins,PS3,2016.0,Sports,Ubisoft,0.21,0.02,0.07,0.1,0.4
373,God of War Remastered,PS5,2021.0,Role-Playing,Ubisoft,1.08,0.26,0.58,0.66,2.58
374,Pokemon 2023,PS3,2015.0,Action,Sony Computer Entertainment,1.63,1.97,0.06,0.64,4.3
375,Forza Horizon V,XOne,2015.0,Shooter,Nintendo,0.26,0.65,0.58,0.45,1.94
376,Minecraft Origins,Switch,2022.0,Shooter,Take-Two Interactive,1.64,0.21,0.13,0.01,1.99
377,Mario Kart Infinite,XSX,2020.0,Shooter,Electronic Arts,1.25,0.31,0.57,0.74,2.87
378,Forza Horizon 2022,XOne,2018.0,Role-Playing,Activision,1.25,0.63,0.13,0.14,2.15
379,Cyberpunk Ultra,XOne,2016.0,Role-Playing,Electronic Arts,5.27,0.62,1.26,0.7,7.85
380,Pokemon 2022,X360,2023.0,Role-Playing,Take-Two Interactive,2.69,0.17,0.0,0.02,2.88
381,Cyberpunk 2023,XOne,2017.0,Shooter,Ubisoft,1.56,0.05,0.0,0.06,1.67
382,FIFA Soccer Infinite,X360,2021.0,Sports,Sony Computer Entertainment,0.38,0.28,0.03,0.14,0.83
383,The Legend of Zelda 2022,XSX,2020.0,Action,Sony Computer Entertainment,0.21,0.53,0.04,0.29,1.07
384,God of War Origins,PS3,2019.0,Action,Activision,0.48,0.04,0.07,0.0,0.59
385,Mario Kart V,PS3,2022.0,Adventure,Nintendo,0.56,0.32,0.0,0.44,1.32
386,The Legend of Zelda Infinite,Switch,2020.0,Shooter,Ubisoft,0.27,0.06,0.27,0.34,0.94
387,Red Dead Redemption Remastered,XSX,2022.0,Adventure,Activision,0.39,2.23,0.51,1.03,4.16
388,The Legend of Zelda Ultra,X360,2023.0,Sports,Sony Computer Entertainment,1.3,0.49,0.08,0.24,2.11
389,Minecraft 2023,Switch,2020.0,Adventure,Electronic Arts,0.71,0.35,0.14,0.41,1.61
390,Call of Duty V,PS4,2020.0,Platform,Ubisoft,0.92,0.16,0.05,0.21,1.34
391,The Legend of Zelda Ultra,XOne,2019.0,Role-Playing,Take-Two Interactive,2.99,0.92,0.23,0.01,4.15
392,Minecraft 2024,PS3,2018.0,Sports,Activision,0.91,1.0,0.02,0.14,2.07
393,Pokemon Infinite,XSX,2017.0,Shooter,Electronic Arts,0.48,0.64,0.15,0.45,1.72
394,Call of Duty Infinite,XOne,2017.0,Sports,Electronic Arts,0.48,0.43,0.34,0.27,1.52
395,Grand Theft Auto Ultra,XOne,2018.0,Role-Playing,Take-Two Interactive,0.6,0.15,0.63,0.2,1.58
396,Pokemon Infinite,PS4,2016.0,Adventure,Ubisoft,2.39,2.18,0.74,0.25,5.56
397,Forza Horizon V,PS5,2019.0,Sports,Ubisoft,0.62,1.05,0.52,0.04,2.23
398,Forza Horizon Origins,PC,2021.0,Role-Playing,Sony Computer Entertainment,0.76,0.46,0.09,0.2,1.51
399,Minecraft Ultra,PS3,2015.0,Shooter,Nintendo,1.31,0.31,0.08,0.06,1.76
400,Mario Kart V,PS4,2021.0,Role-Playing,Take-Two Interactive,0.34,3.71,0.01,0.23,4.29
401,Call of Duty 2024,PS4,2017.0,Action,Activision,2.4,0.44,0.21,0.62,3.67
402,Cyberpunk Ultra,X360,2023.0,Action,Activision,1.29,0.33,0.49,0.01,2.12
403,Forza Horizon 2024,XOne,2019.0,Shooter,Ubisoft,3.26,0.29,0.09,0.08,3.72
404,FIFA Soccer V,XOne,2017.0,Shooter,Electronic Arts,0.55,0.02,0.26,0.0,0.83
405,Forza Horizon Remastered,XSX,2021.0,Racing,Sony Computer Entertainment,0.01,0.05,0.23,0.21,0.5
406,Halo V,X360,2015.0,Role-Playing,Sony Computer Entertainment,0.28,0.31,0.09,0.02,0.7
407,Minecraft Origins,X360,2021.0,Role-Playing,Ubisoft,0.26,1.12,0.02,0.17,1.57
408,Grand Theft Auto Infinite,PC,2019.0,Role-Playing,Nintendo,1.8,1.14,0.05,0.04,3.03
409,Minecraft Ultra,PS3,2020.0,Sports,Ubisoft,0.04,0.4,0.36,0.05,0.85
410,Minecraft Remastered,XSX,2023.0,Adventure,Sony Computer Entertainment,0.29,0.42,0.08,0.28,1.07
411,Grand Theft Auto 2023,PS5,2021.0,Racing,Sony Computer Entertainment,1.47,0.36,0.33,0.08,2.24
412,Forza Horizon Infinite,X360,2017.0,Role-Playing,Nintendo,0.95,1.61,0.1,0.16,2.82
413,FIFA Soccer 2023,XSX,2021.0,Action,,3.0,0.93,0.52,0.2,4.65
414,FIFA Soccer Remastered,X360,2015.0,Action,Electronic Arts,1.16,1.21,0.47,0.23,3.07
415,Pokemon Ultra,PS5,2017.0,Shooter,Nintendo,0.43,0.9,0.27,0.23,1.83
416,Grand Theft Auto V,XSX,2022.0,Action,Ubisoft,0.43,0.87,0.32,0.07,1.69
417,God of War Remastered,PS5,2023.0,Shooter,Nintendo,6.36,0.16,0.27,0.13,6.92
418,Forza Horizon Ultra,PS4,2021.0,Sports,Sony Computer Entertainment,1.1,0.44,0.24,0.05,1.83
419,FIFA Soccer Origins,X360,2018.0,Role-Playing,Ubisoft,0.91,0.55,0.02,0.02,1.5
420,Forza Horizon Remastered,PC,2018.0,Platform,Sony Computer Entertainment,1.43,1.23,1.56,0.23,4.45
421,Grand Theft Auto 2023,PC,2019.0,Shooter,Ubisoft,1.19,0.8,0.27,0.0,2.26
422,Halo V,Switch,2015.0,Adventure,Take-Two Interactive,1.96,2.0,0.31,0.03,4.3
423,Pokemon V,X360,2019.0,Shooter,Electronic Arts,1.37,0.35,0.09,0.0,1.81
424,Pokemon Remastered,XOne,2020.0,Racing,Electronic Arts,1.84,0.39,0.33,1.12,3.68
425,Call of Duty Remastered,XSX,2021.0,Adventure,Nintendo,4.81,0.47,0.23,0.52,6.03
426,Call of Duty Infinite,PS5,2015.0,Racing,Electronic Arts,0.74,1.57,0.27,0.3,2.88
427,The Legend of Zelda 2024,XSX,2018.0,Role-Playing,Sony Computer Entertainment,1.54,1.65,0.21,0.33,3.73
428,Red Dead Redemption 2022,PC,2019.0,Role-Playing,Sony Computer Entertainment,1.75,0.21,0.08,0.2,2.24
429,Halo 2024,Switch,2018.0,Role-Playing,Electronic Arts,1.16,1.43,1.11,0.16,3.86
430,Forza Horizon 2024,XOne,2017.0,Platform,Activision,1.29,0.23,0.11,0.24,1.87
431,Pokemon Remastered,PC,2021.0,Adventure,Nintendo,0.69,0.17,0.36,0.2,1.42
432,The Legend of Zelda Ultra,PS3,2023.0,Action,Ubisoft,1.97,0.29,1.02,0.25,3.53
433,Forza Horizon 2024,XSX,2021.0,Platform,Electronic Arts,1.72,0.31,0.26,0.11,2.4
434,Call of Duty Remastered,PC,2015.0,Platform,Nintendo,0.12,0.1,0.85,0.52,1.59
435,Minecraft 2023,XOne,2020.0,Adventure,Ubisoft,1.15,0.05,0.5,0.71,2.41
436,God of War 2023,PS5,2016.0,Action,Ubisoft,0.56,0.33,0.04,0.12,1.05
437,Pokemon V,PS5,2021.0,Role-Playing,Electronic Arts,0.99,1.64,0.26,0.11,3.0
438,Pokemon 2024,XOne,2016.0,Platform,Electronic Arts,0.21,1.69,0.25,0.51,2.66
439,Halo Ultra,PC,2018.0,Sports,Electronic Arts,0.25,0.3,0.47,0.62,1.64
440,Halo Origins,PS4,2021.0,Adventure,Activision,0.43,0.4,0.28,0.4,1.51
441,The Legend of Zelda V,PS4,,Sports,Electronic Arts,1.7,0.77,0.13,0.52,3.12
442,Pokemon V,Switch,2018.0,Adventure,Activision,0.03,0.1,0.04,0.05,0.22
443,Forza Horizon 2022,XSX,2018.0,Shooter,Activision,0.24,0.25,0.21,0.02,0.72
444,Forza Horizon 2022,X360,,Action,Ubisoft,0.31,1.61,0.05,0.13,2.1
445,Forza Horizon Origins,PC,2019.0,Racing,Ubisoft,0.82,0.21,0.33,0.02,1.38
446,Mario Kart 2023,XSX,2020.0,Racing,Nintendo,0.53,1.54,0.91,0.54,3.52
447,Grand Theft Auto 2024,Switch,2022.0,Shooter,Ubisoft,0.94,0.67,0.63,0.2,2.44
448,Halo V,PS5,2022.0,Action,Take-Two Interactive,0.82,0.48,0.12,0.22,1.64
449,FIFA Soccer Remastered,PS4,2023.0,Action,Sony Computer Entertainment,0.2,0.05,0.35,0.33,0.93
450,Pokemon V,XSX,2023.0,Sports,Nintendo,0.06,0.32,0.44,0.13,0.95
451,Grand Theft Auto V,PS4,2022.0,Sports,Nintendo,0.88,2.64,0.04,0.17,3.73
452,FIFA Soccer Infinite,PS5,2021.0,Sports,Activision,0.13,0.32,0.46,0.14,1.05
453,Mario Kart 2024,X360,2020.0,Racing,,1.44,0.54,0.3,0.34,2.62
454,Mario Kart 2023,XSX,2015.0,Adventure,Sony Computer Entertainment,1.97,1.3,0.6,0.02,3.89
455,Mario Kart Ultra,PS3,2021.0,Platform,,0.92,0.05,0.3,0.37,1.64
456,Halo Infinite,PC,2022.0,Racing,Activision,0.15,0.42,0.13,0.09,0.79
457,Pokemon 2023,X360,2019.0,Adventure,Electronic Arts,0.7,0.65,0.25,0.06,1.66
458,Forza Horizon Infinite,PS5,2020.0,Role-Playing,Nintendo,0.44,1.09,0.16,0.05,1.74
459,Call of Duty Infinite,XSX,2019.0,Racing,Take-Two Interactive,0.07,0.95,0.06,0.1,1.18
460,Minecraft V,Switch,2016.0,Shooter,Take-Two Interactive,3.12,0.15,0.19,0.02,3.48
461,Cyberpunk Origins,XOne,2018.0,Platform,Electronic Arts,0.35,0.55,0.04,0.22,1.16
462,Halo 2024,PS4,2023.0,Platform,Nintendo,0.93,0.16,0.09,0.06,1.24
463,Minecraft Origins,PS5,,Platform,Electronic Arts,1.41,1.19,0.38,0.22,3.2
464,Grand Theft Auto Infinite,PS3,2023.0,Action,Ubisoft,0.38,0.25,0.12,0.2,0.95
465,FIFA Soccer Infinite,PS5,2018.0,Racing,Ubisoft,6.37,1.02,0.1,0.53,8.02
466,God of War V,Switch,2019.0,Shooter,Nintendo,0.16,1.57,0.21,0.28,2.22
467,Grand Theft Auto Infinite,PS5,2021.0,Platform,Sony Computer Entertainment,1.07,1.3,0.03,0.12,2.52
468,God of War Infinite,PS5,2021.0,Role-Playing,Sony Computer Entertainment,0.15,0.89,0.39,0.21,1.64
469,Forza Horizon 2024,PS5,2018.0,Shooter,Take-Two Interactive,1.5,0.21,0.16,0.08,1.95
470,Cyberpunk 2022,XSX,,Adventure,Electronic Arts,1.59,0.12,0.32,0.26,2.29
471,Minecraft Ultra,XOne,2018.0,Sports,Sony Computer Entertainment,0.73,0.63,0.78,0.51,2.65
472,Minecraft Ultra,PS5,2023.0,Adventure,Take-Two Interactive,0.06,0.89,0.08,0.07,1.1
473,Pokemon V,Switch,2019.0,Platform,Nintendo,1.26,0.21,0.86,0.51,2.84
474,Halo 2022,Switch,2022.0,Action,Ubisoft,1.25,0.23,0.62,0.05,2.15
475,Pokemon Ultra,PC,2021.0,Adventure,Sony Computer Entertainment,0.2,1.45,0.24,0.05,1.94
476,Call of Duty 2024,PS3,2018.0,Racing,Nintendo,2.99,0.41,0.19,0.31,3.9
477,Red Dead Redemption Ultra,XSX,2016.0,Adventure,Activision,0.4,0.32,0.02,0.11,0.85
478,Mario Kart V,X360,2016.0,Racing,Electronic Arts,1.64,0.4,0.04,0.0,2.08
479,Red Dead Redemption V,PS4,2016.0,Racing,Activision,0.64,1.7,0.21,0.18,2.73
480,Minecraft 2023,PS4,2023.0,Racing,Take-Two Interactive,1.0,0.43,0.16,0.38,1.97
481,Forza Horizon Ultra,PS4,2021.0,Shooter,Electronic Arts,1.53,0.58,0.12,0.23,2.46
482,Grand Theft Auto Ultra,PS3,2019.0,Shooter,Electronic Arts,0.25,0.43,0.07,0.0,0.75
483,Minecraft 2023,X360,2015.0,Racing,Take-Two Interactive,1.42,2.11,0.17,0.03,3.73
484,Pokemon 2024,PS3,2023.0,Action,Sony Computer Entertainment,1.52,2.0,0.03,0.07,3.62
485,Call of Duty Origins,PS3,2015.0,Sports,,0.65,0.9,0.21,0.49,2.25
486,Forza Horizon 2023,PS5,2021.0,Role-Playing,Nintendo,0.73,3.47,0.42,0.07,4.69
487,Grand Theft Auto 2023,XOne,2023.0,Racing,Ubisoft,0.01,0.41,0.08,0.43,0.93
488,Minecraft Ultra,PS4,2015.0,Platform,Electronic Arts,0.29,0.06,0.06,0.2,0.61
489,Minecraft 2024,XSX,2017.0,Platform,Ubisoft,0.44,0.09,0.92,0.02,1.47
490,Halo 2022,X360,2017.0,Platform,Take-Two Interactive,1.11,0.11,0.02,0.6,1.84
491,Minecraft Origins,PS4,2019.0,Shooter,Electronic Arts,2.16,0.15,0.58,0.0,2.89
492,Forza Horizon Ultra,XOne,2021.0,Action,Electronic Arts,4.35,0.74,0.21,0.53,5.83
493,Halo Ultra,XOne,2016.0,Sports,Activision,0.41,0.56,0.48,0.34,1.79
494,The Legend of Zelda 2023,PC,2020.0,Shooter,Activision,0.59,0.03,0.1,0.78,1.5
495,Grand Theft Auto Origins,X360,2019.0,Shooter,Electronic Arts,0.17,1.15,0.03,0.99,2.34
496,Forza Horizon 2024,X360,2016.0,Shooter,Ubisoft,0.66,0.61,0.41,0.44,2.12
497,God of War 2022,Switch,2020.0,Platform,Sony Computer Entertainment,0.48,0.13,0.27,0.42,1.3
498,Forza Horizon 2024,X360,2017.0,Adventure,Activision,1.13,0.73,0.36,0.11,2.33
499,Pokemon 2023,PS5,2016.0,Sports,Sony Computer Entertainment,2.37,0.34,0.35,0.01,3.07
500,Forza Horizon 2022,Switch,2020.0,Shooter,Ubisoft,0.25,0.63,0.07,0.2,1.15
501,God of War Remastered,PC,2015.0,Action,Sony Computer Entertainment,0.13,0.68,0.26,0.31,1.38
502,Cyberpunk 2023,Switch,2018.0,Action,Activision,2.73,0.32,0.14,0.36,3.55
503,Grand Theft Auto Ultra,PS3,2023.0,Adventure,Nintendo,0.41,0.55,0.07,0.52,1.55
504,Forza Horizon 2023,PC,2016.0,Role-Playing,Electronic Arts,1.95,0.17,0.75,0.2,3.07
505,Cyberpunk Infinite,XOne,2021.0,Shooter,Electronic Arts,1.97,3.4,0.47,0.23,6.07
506,Cyberpunk Origins,PC,2015.0,Platform,Electronic Arts,0.02,0.05,0.15,0.22,0.44
507,Grand Theft Auto Ultra,X360,2021.0,Action,Take-Two Interactive,0.73,0.02,0.14,0.03,0.92
508,FIFA Soccer V,XSX,2015.0,Platform,,1.35,0.23,0.18,0.03,1.79
509,FIFA Soccer 2023,PS4,2021.0,Adventure,Ubisoft,0.54,0.12,0.4,0.49,1.55
510,Cyberpunk 2023,PS3,2017.0,Role-Playing,Take-Two Interactive,0.46,0.84,0.02,0.57,1.89
511,Pokemon V,PC,2022.0,Racing,Nintendo,0.71,1.54,0.12,0.51,2.88
512,Pokemon Origins,XOne,2019.0,Adventure,Nintendo,1.35,0.61,0.3,0.05,2.31
513,The Legend of Zelda 2022,XOne,2022.0,Platform,Activision,1.48,0.29,0.09,0.3,2.16
514,FIFA Soccer 2022,PS5,2015.0,Sports,Electronic Arts,1.73,1.34,0.2,0.01,3.28
515,The Legend of Zelda V,PS4,2019.0,Role-Playing,Activision,0.15,0.1,0.38,0.05,0.68
516,God of War Infinite,XSX,2022.0,Action,Activision,0.36,0.12,0.39,0.42,1.29
517,Forza Horizon Remastered,Switch,2016.0,Platform,Take-Two Interactive,0.36,0.65,0.13,0.68,1.82
518,Call of Duty 2023,PC,2020.0,Platform,Take-Two Interactive,0.45,2.03,0.0,0.2,2.68
