Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
259,Grand Theft Auto 2024,XSX,2017.0,Adventure,Activision,1.96,0.3,0.86,0.05,3.17
260,Halo Infinite,PC,2022.0,Role-Playing,Nintendo,0.47,0.69,0.08,0.02,1.26
261,Call of Duty Ultra,X360,2018.0,Adventure,Sony Computer Entertainment,0.51,0.26,0.1,0.05,0.92
262,Grand Theft Auto Origins,X360,2022.0,Platform,Activision,0.43,0.22,0.23,0.63,1.51
263,Red Dead Redemption Infinite,PS3,2022.0,Role-Playing,Ubisoft,0.15,0.25,0.54,0.1,1.04
264,Grand Theft Auto Remastered,Switch,2015.0,Racing,Take-Two Interactive,1.55,1.86,0.74,0.37,4.52
265,Minecraft Origins,XSX,2016.0,Role-Playing,Activision,0.35,1.44,0.1,0.01,1.9
266,Mario Kart 2022,Switch,2021.0,Sports,Activision,2.71,0.43,0.17,0.3,3.61
267,Forza Horizon 2024,PS4,2017.0,Action,,0.03,0.5,0.19,0.2,0.92
268,The Legend of Zelda 2022,XSX,2020.0,Shooter,Sony Computer Entertainment,0.71,0.35,0.13,0.48,1.67
269,The Legend of Zelda 2022,PS3,2019.0,Adventure,Take-Two Interactive,0.03,0.38,0.68,0.08,1.17
270,Red Dead Redemption 2024,X360,2021.0,Platform,Sony Computer Entertainment,0.26,0.31,0.3,0.53,1.4
271,Red Dead Redemption Infinite,PS3,2021.0,Adventure,Nintendo,0.05,0.22,0.44,0.02,0.73
272,Minecraft Origins,PS3,2021.0,Sports,Activision,1.05,0.04,0.28,0.06,1.43
273,The Legend of Zelda 2024,PS5,2023.0,Adventure,Ubisoft,1.98,0.3,0.16,0.11,2.55
274,Cyberpunk 2023,XOne,2023.0,Platform,Sony Computer Entertainment,3.39,0.12,0.37,0.02,3.9
275,Cyberpunk 2023,XOne,2017.0,Action,Activision,1.01,0.49,0.13,0.73,2.36
276,The Legend of Zelda 2022,PS4,2017.0,Sports,Activision,0.64,0.1,0.54,0.01,1.29
277,Grand Theft Auto Origins,PS4,2016.0,Action,Sony Computer Entertainment,0.68,0.14,0.27,0.34,1.43
278,Red Dead Redemption V,PS3,2018.0,Role-Playing,Nintendo,0.75,0.1,0.17,0.46,1.48
279,Forza Horizon 2022,XSX,2022.0,Adventure,Nintendo,0.02,0.11,0.46,0.86,1.45
280,Forza Horizon 2023,XSX,2020.0,Adventure,Nintendo,1.54,2.21,0.03,0.2,3.98
281,Cyberpunk 2023,PS3,2019.0,Platform,Activision,0.62,2.0,0.18,0.34,3.14
282,Red Dead Redemption 2023,PS5,2016.0,Shooter,Electronic Arts,0.02,1.03,0.13,0.09,1.27
283,FIFA Soccer 2024,Switch,2020.0,Role-Playing,Activision,1.11,0.11,0.4,0.08,1.7
284,Halo Ultra,PS3,2020.0,Sports,Electronic Arts,0.06,1.5,0.3,0.17,2.03
285,Forza Horizon V,PS5,2022.0,Role-Playing,Take-Two Interactive,1.9,0.9,0.03,0.29,3.12
286,Red Dead Redemption Origins,XOne,2015.0,Adventure,Ubisoft,3.13,0.6,0.53,0.11,4.37
287,Grand Theft Auto Origins,Switch,2018.0,Platform,Sony Computer Entertainment,1.82,0.11,0.99,0.25,3.17
288,Grand Theft Auto V,Switch,2017.0,Shooter,Take-Two Interactive,0.39,2.57,0.3,0.2,3.46
289,Cyberpunk 2024,X360,2021.0,Racing,Activision,0.03,0.41,1.28,0.03,1.75
290,FIFA Soccer Origins,X360,2021.0,Action,Sony Computer Entertainment,0.09,0.79,0.12,0.28,1.28
291,Halo 2023,PS3,2018.0,Platform,Nintendo,0.27,5.23,0.17,0.3,5.97
292,Halo Remastered,PC,2015.0,Racing,Sony Computer Entertainment,1.02,0.39,0.24,0.21,1.86
293,Grand Theft Auto 2024,PS5,2018.0,Platform,Ubisoft,0.72,2.25,0.1,0.13,3.2
294,Red Dead Redemption V,Switch,2016.0,Shooter,Electronic Arts,0.35,5.85,0.11,0.54,6.85
295,Minecraft V,PS3,2020.0,Sports,Take-Two Interactive,0.19,0.33,0.12,0.01,0.65
296,Mario Kart Origins,XSX,2017.0,Platform,,0.52,0.12,0.37,0.48,1.49
297,FIFA Soccer 2023,PS4,2022.0,Sports,Activision,0.32,0.69,1.0,0.06,2.07
298,FIFA Soccer Origins,PS3,2018.0,Shooter,Take-Two Interactive,1.14,0.63,0.41,0.1,2.28
299,Forza Horizon Infinite,XSX,2016.0,Action,Sony Computer Entertainment,1.04,0.04,0.04,0.5,1.62
300,God of War Origins,XSX,2019.0,Platform,Electronic Arts,2.17,1.38,0.04,0.47,4.06
301,Forza Horizon Infinite,PC,2017.0,Platform,Sony Computer Entertainment,0.99,0.17,0.66,0.41,2.23
302,Mario Kart Infinite,XSX,2017.0,Shooter,Take-Two Interactive,0.15,2.36,0.25,0.09,2.85
303,Forza Horizon Infinite,X360,2017.0,Adventure,Ubisoft,0.78,0.22,0.12,0.5,1.62
304,The Legend of Zelda Origins,PC,2019.0,Adventure,Electronic Arts,2.27,1.28,0.22,0.04,3.81
305,Cyberpunk 2022,XOne,2018.0,Shooter,Activision,1.71,0.35,0.05,0.01,2.12
306,Forza Horizon Origins,PC,2020.0,Action,Nintendo,1.69,0.31,0.01,0.62,2.63
307,God of War Remastered,PS3,2021.0,Adventure,Activision,0.94,0.49,0.1,0.16,1.69
308,Cyberpunk 2023,PS3,2020.0,Adventure,Nintendo,0.42,0.38,0.29,0.24,1.33
309,Cyberpunk V,PS3,2022.0,Adventure,Nintendo,0.03,0.39,0.22,0.28,0.92
310,Mario Kart V,Switch,2018.0,Adventure,Activision,0.62,0.04,0.06,0.15,0.87
311,The Legend of Zelda Remastered,XOne,2020.0,Sports,Electronic Arts,0.94,1.43,0.35,0.01,2.73
312,Call of Duty 2022,PS4,2020.0,Sports,Activision,0.41,0.77,0.23,0.06,1.47
313,God of War V,XSX,2023.0,Racing,Ubisoft,0.14,1.13,0.03,0.15,1.45
314,The Legend of Zelda Remastered,PS3,2023.0,Sports,Sony Computer Entertainment,0.05,0.15,0.04,0.05,0.29
315,Mario Kart 2022,X360,2021.0,Platform,Activision,0.18,0.81,0.9,1.43,3.32
316,Grand Theft Auto 2024,PS4,2016.0,Role-Playing,Take-Two Interactive,0.58,0.18,0.15,0.02,0.93
317,Grand Theft Auto Remastered,PS5,2017.0,Sports,Ubisoft,0.07,0.02,1.09,0.05,1.23
318,Call of Duty V,XOne,2019.0,Sports,Sony Computer Entertainment,1.32,1.88,0.49,0.08,3.77
319,Pokemon Remastered,XOne,2020.0,Action,Electronic Arts,4.62,1.35,0.05,0.0,6.02
320,Call of Duty Remastered,XSX,2019.0,Racing,Sony Computer Entertainment,0.27,0.41,0.21,0.42,1.31
321,God of War Remastered,Switch,2017.0,Adventure,Take-Two Interactive,1.12,0.47,0.33,0.31,2.23
322,Pokemon Origins,PS3,2016.0,Adventure,Activision,0.28,3.46,0.11,0.03,3.88
323,Red Dead Redemption Infinite,PC,2015.0,Racing,Electronic Arts,1.38,1.04,0.33,0.51,3.26
324,Red Dead Redemption 2022,Switch,2018.0,Action,Electronic Arts,5.31,0.16,0.19,0.51,6.17
325,Forza Horizon Origins,XSX,2022.0,Action,Electronic Arts,0.51,3.99,1.58,0.03,6.11
326,Grand Theft Auto 2024,XSX,2021.0,Platform,Nintendo,3.11,0.17,0.05,0.07,3.4
327,The Legend of Zelda Infinite,XSX,2018.0,Role-Playing,Ubisoft,1.18,0.46,0.47,0.43,2.54
328,Halo V,X360,2016.0,Platform,Activision,0.68,5.6,0.55,0.34,7.17
329,FIFA Soccer Origins,PS4,2020.0,Sports,Electronic Arts,0.61,0.6,0.13,0.25,1.59
330,God of War Infinite,PS3,2018.0,Adventure,Ubisoft,0.91,0.1,0.23,0.11,1.35
331,Call of Duty 2022,PS5,2015.0,Platform,Ubisoft,1.71,0.11,0.03,0.01,1.86
332,Grand Theft Auto Ultra,XOne,2022.0,Action,Ubisoft,0.04,0.22,0.05,0.54,0.85
333,Grand Theft Auto 2023,PS4,2018.0,Role-Playing,Sony Computer Entertainment,0.0,1.01,0.04,0.07,1.12
334,FIFA Soccer 2024,Switch,2023.0,Adventure,Nintendo,0.76,0.33,0.11,0.02,1.22
335,Forza Horizon 2024,PS3,2019.0,Shooter,Activision,1.26,0.43,0.36,0.35,2.4
336,The Legend of Zelda Ultra,PC,2019.0,Platform,Sony Computer Entertainment,1.41,1.72,0.29,0.03,3.45
337,Red Dead Redemption Infinite,PS5,2020.0,Platform,,0.29,0.08,1.17,0.09,1.63
338,Cyberpunk Infinite,PS3,2017.0,Adventure,Activision,1.5,1.35,0.35,0.14,3.34
339,Forza Horizon 2023,Switch,2020.0,Adventure,Activision,0.36,0.17,0.09,0.35,0.97
340,Pokemon Origins,PC,2020.0,Role-Playing,Ubisoft,5.52,0.11,0.02,0.3,5.95
341,The Legend of Zelda 2023,XSX,2019.0,Racing,Activision,2.07,0.3,0.07,0.2,2.64
342,Cyberpunk 2022,Switch,2015.0,Sports,Electronic Arts,1.25,1.65,0.14,0.46,3.5
343,God of War Origins,XSX,2023.0,Racing,Ubisoft,1.2,0.13,0.03,0.21,1.57
344,Halo V,XOne,2021.0,Racing,Electronic Arts,0.02,0.03,0.35,0.45,0.85
345,Halo Ultra,PC,2020.0,Adventure,Activision,0.42,0.85,0.03,0.07,1.37
346,God of War 2022,X360,2018.0,Sports,Activision,0.66,3.1,0.96,0.1,4.82
347,God of War 2022,XOne,2016.0,Action,Nintendo,0.08,0.41,0.26,0.48,1.23
348,Mario Kart V,XSX,2020.0,Sports,Nintendo,0.41,0.56,0.12,0.35,1.44
349,Pokemon Remastered,XSX,2021.0,Shooter,Take-Two Interactive,0.25,0.78,0.13,0.47,1.63
350,Pokemon Remastered,PS4,2019.0,Shooter,Electronic Arts,0.13,0.82,0.22,0.57,1.74
351,Pokemon Remastered,PS4,2020.0,Role-Playing,Activision,0.94,0.19,0.07,0.03,1.23
352,Pokemon Remastered,XOne,2021.0,Sports,Take-Two Interactive,0.43,0.5,0.16,0.04,1.13
353,Red Dead Redemption Remastered,PS3,2022.0,Platform,Activision,0.03,1.16,0.26,0.25,1.7
354,FIFA Soccer 2024,Switch,2015.0,Role-Playing,Nintendo,0.92,0.76,0.24,0.08,2.0
355,Halo 2024,PS5,2019.0,Racing,Nintendo,0.21,1.65,0.41,0.27,2.54
356,Call of Duty V,PS3,2016.0,Sports,Nintendo,1.56,0.28,0.17,0.05,2.06
357,Halo V,X360,2016.0,Platform,Electronic Arts,0.09,0.51,0.49,0.39,1.48
358,Minecraft Origins,PC,2021.0,Action,Nintendo,0.44,2.05,0.09,1.13,3.71
359,FIFA Soccer V,XSX,2016.0,Action,Activision,0.13,0.1,0.13,0.36,0.72
360,Mario Kart 2022,Switch,2016.0,Sports,Activision,1.64,0.19,0.18,0.04,2.05
361,God of War Ultra,PC,,Action,Ubisoft,0.16,0.9,0.27,0.09,1.42
362,FIFA Soccer V,PS5,2016.0,Sports,Take-Two Interactive,1.09,0.63,0.08,0.11,1.91
363,The Legend of Zelda Remastered,PS4,2016.0,Platform,Take-Two Interactive,0.5,1.69,0.01,1.11,3.31
364,Mario Kart 2023,X360,2022.0,Adventure,Electronic Arts,0.89,1.5,0.22,0.23,2.84
365,Call of Duty Origins,X360,2023.0,Action,Sony Computer Entertainment,0.63,0.72,0.08,0.71,2.14
366,Cyberpunk Ultra,Switch,2022.0,Adventure,Ubisoft,0.77,0.15,0.32,0.93,2.17
367,God of War 2023,X360,2015.0,Shooter,Sony Computer Entertainment,1.06,0.57,1.43,1.02,4.08
368,FIFA Soccer 2023,X360,2023.0,Sports,Electronic Arts,0.44,0.15,0.19,0.03,0.81
369,Cyberpunk Remastered,PS4,2023.0,Action,Electronic Arts,1.05,3.02,0.04,0.06,4.17
370,Minecraft Origins,PS4,2021.0,Sports,Sony Computer Entertainment,0.06,1.55,0.79,0.02,2.42
371,Halo 2022,XOne,2017.0,Adventure,Electronic Arts,1.66,1.2,0.23,0.4,3.49
372,Grand Theft Auto Infinite,X360,2015.0,Role-Playing,Electronic Arts,0.58,1.15,0.03,0.37,2.13
373,FIFA Soccer Infinite,PS5,2020.0,Action,Take-Two Interactive,0.2,1.45,0.97,0.01,2.63
374,Halo Ultra,PS4,2016.0,Shooter,Nintendo,5.05,0.19,0.16,0.09,5.49
375,God of War V,PC,2015.0,Platform,Nintendo,0.61,0.42,1.34,0.16,2.53
376,Call of Duty 2024,PS5,2022.0,Shooter,Nintendo,0.25,0.3,0.11,0.09,0.75
377,Pokemon Remastered,PS3,2019.0,Action,Sony Computer Entertainment,1.4,0.76,0.34,0.11,2.61
378,The Legend of Zelda 2024,X360,,Racing,Activision,2.61,1.8,1.02,0.54,5.97
379,Cyberpunk Remastered,PS3,2021.0,Platform,Nintendo,2.67,0.17,0.28,1.06,4.18
380,Halo 2024,XSX,2021.0,Action,Activision,0.25,2.9,0.13,0.47,3.75
381,FIFA Soccer Ultra,PS4,2019.0,Shooter,Sony Computer Entertainment,0.07,0.17,0.32,0.48,1.04
382,Halo Infinite,XSX,2020.0,Sports,Nintendo,1.63,0.13,0.19,0.37,2.32
383,God of War Ultra,XSX,2022.0,Adventure,Activision,1.84,0.44,0.43,0.77,3.48
384,Grand Theft Auto 2022,PS3,2018.0,Action,Activision,1.38,0.6,0.69,0.09,2.76
385,Minecraft 2023,PS3,2015.0,Action,Sony Computer Entertainment,1.91,1.69,0.34,0.19,4.13
386,Forza Horizon Remastered,PS4,2022.0,Adventure,Ubisoft,0.19,0.61,0.08,0.34,1.22
387,FIFA Soccer 2023,XSX,2017.0,Adventure,Sony Computer Entertainment,0.05,0.2,1.06,0.97,2.28
388,Grand Theft Auto V,X360,2015.0,Role-Playing,Activision,0.12,0.1,0.26,0.38,0.86
389,The Legend of Zelda 2022,PS3,2020.0,Racing,Nintendo,1.96,0.49,0.27,0.08,2.8
390,FIFA Soccer Origins,XSX,2023.0,Racing,Activision,0.32,2.48,0.2,0.1,3.1
391,FIFA Soccer Remastered,PS5,2015.0,Role-Playing,Ubisoft,1.05,0.13,0.26,0.44,1.88
392,Grand Theft Auto 2023,XSX,2020.0,Adventure,Take-Two Interactive,0.92,1.25,0.25,0.11,2.53
393,Mario Kart Origins,X360,2022.0,Shooter,Ubisoft,1.13,1.22,0.17,0.23,2.75
394,Red Dead Redemption Remastered,X360,2016.0,Action,Take-Two Interactive,1.25,0.63,0.15,0.14,2.17
395,FIFA Soccer Infinite,PC,2018.0,Sports,Activision,0.67,0.02,0.25,0.18,1.12
396,FIFA Soccer 2024,PS3,2016.0,Role-Playing,Take-Two Interactive,0.11,0.78,0.75,0.09,1.73
397,Red Dead Redemption 2024,XOne,2019.0,Platform,Sony Computer Entertainment,1.17,0.38,1.21,0.27,3.03
398,Mario Kart 2023,PS3,2019.0,Shooter,Take-Two Interactive,0.19,0.58,0.47,0.14,1.38
399,Halo Infinite,XSX,2017.0,Action,Take-Two Interactive,2.49,0.25,0.74,0.44,3.92
400,Halo 2022,XSX,2018.0,Racing,Electronic Arts,0.95,0.87,0.38,0.07,2.27
401,The Legend of Zelda V,PC,2019.0,Role-Playing,Take-Two Interactive,1.77,0.29,0.19,0.0,2.25
402,The Legend of Zelda 2024,X360,2020.0,Racing,Sony Computer Entertainment,1.11,0.7,0.46,0.09,2.36
403,Halo Origins,PS4,2018.0,Shooter,Nintendo,2.53,0.27,0.69,0.04,3.53
404,Cyberpunk Ultra,PS3,2023.0,Shooter,Ubisoft,0.51,0.08,0.25,0.03,0.87
405,Red Dead Redemption Ultra,XSX,2017.0,Platform,Nintendo,0.34,0.19,0.43,0.74,1.7
406,Forza Horizon Infinite,Switch,2016.0,Adventure,Activision,0.09,0.03,0.36,0.14,0.62
407,Cyberpunk 2024,PS3,2018.0,Shooter,Take-Two Interactive,0.54,1.37,0.18,0.23,2.32
408,Grand Theft Auto 2024,XOne,2022.0,Shooter,Take-Two Interactive,1.47,0.98,1.29,0.18,3.92
409,Cyberpunk 2022,XSX,2023.0,Role-Playing,Take-Two Interactive,3.11,0.18,0.11,0.07,3.47
410,God of War Origins,PC,2018.0,Shooter,Activision,0.85,1.01,0.07,0.32,2.25
411,God of War 2022,PS5,2018.0,Sports,Activision,1.59,3.86,0.13,0.13,5.71
412,Cyberpunk 2023,PS3,2021.0,Role-Playing,,0.37,0.49,0.1,0.07,1.03
413,Forza Horizon Infinite,XSX,2017.0,Sports,Nintendo,1.02,0.88,0.32,0.15,2.37
414,Call of Duty Origins,PS5,2016.0,Action,Ubisoft,0.11,0.7,0.02,0.1,0.93
415,Cyberpunk Origins,Switch,2017.0,Sports,Take-Two Interactive,1.52,0.41,0.07,0.18,2.18
416,Minecraft 2024,PC,2017.0,Adventure,Sony Computer Entertainment,0.28,3.49,0.25,0.3,4.32
417,Grand Theft Auto Ultra,PS5,2017.0,Role-Playing,Nintendo,0.74,0.24,0.42,0.32,1.72
418,FIFA Soccer 2024,PS3,2020.0,Shooter,Nintendo,0.42,0.82,0.17,0.02,1.43
419,Call of Duty Remastered,X360,2023.0,Sports,Sony Computer Entertainment,1.04,0.15,0.01,0.01,1.21
420,Forza Horizon 2023,PS4,2016.0,Role-Playing,Activision,0.27,0.4,0.25,0.29,1.21
421,Mario Kart 2023,X360,2019.0,Racing,Nintendo,1.52,0.88,0.26,0.17,2.83
422,Forza Horizon V,PS3,2018.0,Platform,Take-Two Interactive,0.51,0.02,0.04,0.05,0.62
423,Call of Duty Origins,XSX,2022.0,Platform,Activision,0.79,0.36,0.39,0.09,1.63
424,Grand Theft Auto Ultra,XOne,2015.0,Role-Playing,Sony Computer Entertainment,0.41,0.14,0.52,0.22,1.29
425,Minecraft 2024,Switch,2020.0,Sports,Activision,1.45,0.76,0.07,0.04,2.32
426,Halo Remastered,Switch,2015.0,Racing,Electronic Arts,0.04,3.31,0.18,0.11,3.64
427,The Legend of Zelda V,Switch,2017.0,Adventure,Electronic Arts,1.52,0.26,0.14,0.12,2.04
428,Call of Duty Origins,PC,2022.0,Racing,Activision,0.19,0.72,0.68,0.03,1.62
429,FIFA Soccer Infinite,X360,2019.0,Role-Playing,Electronic Arts,6.03,0.16,1.21,0.12,7.52
430,Halo Ultra,PS4,2023.0,Platform,Sony Computer Entertainment,7.61,0.31,0.05,0.39,8.36
431,Red Dead Redemption Origins,XOne,2018.0,Platform,Ubisoft,1.18,2.01,0.15,0.05,3.39
432,Mario Kart 2022,XSX,2022.0,Adventure,Nintendo,0.36,2.29,0.65,0.02,3.32
433,Halo Remastered,PS4,2020.0,Shooter,Nintendo,0.26,1.29,0.29,0.16,2.0
434,Cyberpunk Origins,Switch,2022.0,Sports,Nintendo,2.11,0.41,0.39,0.19,3.1
435,Pokemon 2022,PS4,2019.0,Action,Electronic Arts,1.07,0.88,0.24,0.06,2.25
436,God of War Infinite,XSX,2015.0,Action,Activision,0.1,0.33,0.11,0.77,1.31
437,Forza Horizon 2023,X360,2016.0,Role-Playing,Take-Two Interactive,0.61,1.64,0.15,0.1,2.5
438,Forza Horizon Ultra,PS4,2023.0,Role-Playing,Ubisoft,0.94,1.34,0.46,0.55,3.29
439,Forza Horizon Ultra,PS5,2017.0,Action,Take-Two Interactive,2.01,0.38,0.23,0.71,3.33
440,The Legend of Zelda V,Switch,2021.0,Sports,Take-Two Interactive,1.04,0.41,0.0,0.03,1.48
441,Halo Infinite,XSX,2020.0,Sports,Nintendo,0.5,0.78,0.02,0.19,1.49
442,Red Dead Redemption 2022,PS4,2023.0,Platform,Sony Computer Entertainment,1.95,0.95,0.26,0.05,3.21
443,The Legend of Zelda Remastered,XSX,2021.0,Action,,1.35,2.9,0.67,0.1,5.02
444,Cyberpunk Ultra,PS3,2018.0,Racing,Activision,0.07,0.22,0.17,0.33,0.79
445,Call of Duty 2022,PC,2019.0,Racing,Take-Two Interactive,4.44,0.99,0.02,0.01,5.46
446,FIFA Soccer 2024,XSX,2022.0,Adventure,Take-Two Interactive,2.09,0.06,0.13,0.58,2.86
447,Mario Kart 2023,PC,2017.0,Shooter,Take-Two Interactive,2.79,2.19,0.05,0.01,5.04
448,God of War Infinite,PS3,2018.0,Sports,Nintendo,1.84,0.17,0.08,0.52,2.61
449,Cyberpunk 2022,X360,2018.0,Racing,Nintendo,0.59,0.03,0.12,0.36,1.1
450,Grand Theft Auto Ultra,Switch,2016.0,Platform,Activision,3.37,0.9,0.24,0.0,4.51
451,FIFA Soccer Infinite,PS4,2019.0,Adventure,Activision,0.49,0.44,0.03,0.01,0.97
452,Grand Theft Auto 2023,PS3,2018.0,Adventure,Electronic Arts,0.61,0.82,0.92,0.46,2.81
453,God of War 2023,PC,2019.0,Sports,Take-Two Interactive,2.89,0.42,2.03,0.22,5.56
454,Red Dead Redemption Infinite,XOne,2023.0,Role-Playing,Ubisoft,0.6,0.15,0.05,0.31,1.11
455,Minecraft 2024,X360,2019.0,Role-Playing,Ubisoft,0.57,1.59,0.06,0.2,2.42
456,FIFA Soccer 2023,PS5,2022.0,Shooter,Take-Two Interactive,3.18,0.25,0.06,0.17,3.66
457,Pokemon V,XOne,2020.0,Sports,Ubisoft,1.0,0.26,0.09,0.93,2.28
458,Cyberpunk 2023,PS4,2017.0,Racing,Ubisoft,0.48,0.45,0.52,0.36,1.81
459,Call of Duty Infinite,PC,2021.0,Shooter,Nintendo,3.23,0.03,0.01,0.11,3.38
460,Forza Horizon Origins,XSX,2018.0,Action,Take-Two Interactive,1.17,0.92,0.81,0.04,2.94
461,Call of Duty V,X360,2016.0,Role-Playing,Activision,0.55,2.07,0.56,0.12,3.3
462,The Legend of Zelda Infinite,PS4,2020.0,Platform,Sony Computer Entertainment,0.48,1.32,0.08,0.15,2.03
463,Pokemon Infinite,XSX,2023.0,Platform,Activision,0.51,0.89,0.78,0.42,2.6
464,Minecraft 2023,PC,2020.0,Sports,Nintendo,0.15,1.97,0.05,0.19,2.36
465,Forza Horizon 2022,Switch,2016.0,Racing,Activision,0.91,0.94,0.23,0.14,2.22
466,Cyberpunk V,Switch,2021.0,Shooter,Nintendo,0.39,0.51,0.03,0.01,0.94
467,The Legend of Zelda Origins,PC,2017.0,Platform,Electronic Arts,0.55,3.44,0.17,0.09,4.25
468,Minecraft 2022,PS4,2015.0,Role-Playing,Activision,0.47,0.16,0.0,0.18,0.81
469,Forza Horizon Infinite,X360,2020.0,Shooter,Sony Computer Entertainment,2.02,0.13,0.58,0.28,3.01
470,Red Dead Redemption 2023,PC,2018.0,Sports,Activision,0.24,2.26,0.43,0.3,3.23
471,FIFA Soccer 2023,PS4,2015.0,Role-Playing,Nintendo,0.58,1.01,0.03,0.08,1.7
472,FIFA Soccer V,PS4,2016.0,Shooter,Activision,2.97,0.22,0.35,0.92,4.46
473,Mario Kart V,PC,2016.0,Platform,Electronic Arts,1.42,0.9,0.12,0.05,2.49
474,Grand Theft Auto Ultra,PS3,2016.0,Adventure,Nintendo,0.26,0.25,0.03,0.11,0.65
475,Cyberpunk V,XOne,2023.0,Shooter,Activision,0.37,0.23,0.35,0.05,1.0
476,Red Dead Redemption 2023,PS3,2017.0,Action,Activision,0.42,0.62,0.35,0.14,1.53
477,God of War 2023,XSX,2022.0,Racing,Sony Computer Entertainment,2.32,0.41,0.1,0.07,2.9
478,Halo 2023,PC,2022.0,Sports,Electronic Arts,3.9,1.04,0.13,0.02,5.09
479,Minecraft 2022,Switch,2018.0,Adventure,Take-Two Interactive,0.86,2.1,0.81,0.18,3.95
480,The Legend of Zelda Remastered,PS4,2022.0,Platform,Activision,0.62,0.11,0.17,0.33,1.23
481,Pokemon 2022,PS5,2018.0,Racing,Activision,0.44,0.68,0.08,0.26,1.46
482,Halo 2024,PS3,2015.0,Sports,Electronic Arts,0.59,1.09,0.58,0.09,2.35
483,Pokemon 2022,PC,2022.0,Action,Electronic Arts,4.56,1.39,0.24,0.09,6.28
484,FIFA Soccer Origins,XOne,2018.0,Shooter,Ubisoft,0.12,0.11,0.34,0.07,0.64
485,FIFA Soccer 2024,PS5,2016.0,Racing,Ubisoft,0.51,0.31,0.29,0.04,1.15
486,Halo Origins,PS5,2023.0,Role-Playing,Activision,1.06,0.49,0.25,0.57,2.37
487,The Legend of Zelda 2022,PS3,2020.0,Sports,Activision,0.75,0.36,0.62,0.52,2.25
488,FIFA Soccer 2023,X360,2015.0,Adventure,Take-Two Interactive,3.06,1.03,0.24,0.37,4.7
489,Red Dead Redemption Infinite,X360,2018.0,Adventure,Sony Computer Entertainment,1.28,0.49,0.25,0.3,2.32
490,Mario Kart 2022,XSX,2018.0,Racing,Activision,0.04,0.12,0.75,0.15,1.06
491,Forza Horizon 2022,XOne,2019.0,Racing,Ubisoft,1.99,0.94,0.61,0.4,3.94
492,God of War 2023,PC,2022.0,Action,Ubisoft,0.81,0.4,0.97,0.1,2.28
493,God of War Origins,XOne,2019.0,Sports,Activision,2.68,1.12,0.08,0.55,4.43
494,Forza Horizon 2023,Switch,2021.0,Role-Playing,Sony Computer Entertainment,0.75,0.77,0.02,0.31,1.85
495,Call of Duty Ultra,PS3,2019.0,Shooter,Nintendo,0.07,1.06,0.12,0.11,1.36
496,Grand Theft Auto 2022,PS5,2023.0,Role-Playing,Take-Two Interactive,0.45,0.51,0.01,0.02,0.99
497,Mario Kart V,PS3,2016.0,Adventure,Nintendo,2.2,0.69,0.04,0.06,2.99
498,Mario Kart 2022,X360,2016.0,Platform,Ubisoft,0.34,0.47,0.37,0.12,1.3
499,The Legend of Zelda Infinite,PS3,2022.0,Shooter,Activision,1.18,0.14,0.02,0.03,1.37
500,Pokemon Remastered,PC,2020.0,Adventure,Sony Computer Entertainment,0.75,2.33,0.41,0.33,3.82
501,FIFA Soccer Ultra,XOne,2018.0,Action,Activision,0.58,0.22,0.04,0.49,1.33
502,Forza Horizon Remastered,XOne,2023.0,Role-Playing,Nintendo,0.57,0.4,0.11,0.15,1.23
503,The Legend of Zelda V,X360,2023.0,Sports,Activision,0.34,0.04,0.77,0.27,1.42
504,Halo 2022,XOne,2016.0,Platform,Nintendo,0.47,0.62,0.5,0.06,1.65
505,Red Dead Redemption Origins,XOne,2022.0,Role-Playing,Sony Computer Entertainment,0.56,0.7,0.4,0.1,1.76
506,Call of Duty 2023,X360,2017.0,Role-Playing,Take-Two Interactive,1.04,0.27,0.32,0.27,1.9
507,FIFA Soccer Remastered,PC,2016.0,Role-Playing,Ubisoft,1.64,2.86,0.13,0.13,4.76
508,Pokemon Infinite,PC,2021.0,Role-Playing,Nintendo,0.19,0.09,0.35,0.23,0.86
509,Minecraft 2022,PS3,2015.0,Action,Take-Two Interactive,0.24,1.09,0.65,0.22,2.2
510,Pokemon Ultra,PS3,2016.0,Racing,,0.16,0.54,0.41,0.03,1.14
511,Minecraft Infinite,PS4,2018.0,Action,Nintendo,1.01,0.48,0.16,0.17,1.82
512,Cyberpunk V,PS4,2019.0,Shooter,Take-Two Interactive,3.03,1.86,0.24,0.22,5.35
513,The Legend of Zelda 2024,Switch,2018.0,Racing,Take-Two Interactive,1.14,0.76,0.38,0.26,2.54
514,Red Dead Redemption Ultra,PS3,2015.0,Racing,Activision,0.9,0.71,1.07,0.11,2.79
515,Pokemon Infinite,XOne,2020.0,Adventure,Electronic Arts,1.03,0.93,0.19,0.52,2.67
516,The Legend of Zelda Ultra,Switch,2017.0,Platform,Electronic Arts,2.86,1.28,0.29,0.03,4.46
517,Mario Kart 2023,PS5,2016.0,Shooter,Electronic Arts,2.04,0.57,0.47,0.05,3.13
518,Cyberpunk 2023,X360,2015.0,Action,Electronic Arts,1.58,0.15,0.3,0.02,2.05
519,The Legend of Zelda Infinite,X360,2019.0,Role-Playing,Nintendo,2.2,0.45,0.26,0.35,3.26
