case_id,date,remote_jid,push_name,text_content,reply_to_id
72,2026-08-08 14:16:23,120363042493725288@g.us,135450517885035,es la 98 o 97 la del problema del Aceite de transmision.,
72,2026-08-08 14:19:45,120363042493725288@g.us,170179606609930,La 97 es la ram licenciado pastor,
72,2026-08-08 14:20:17,120363042493725288@g.us,170179606609930,La 98 Ford ecoline anda con sus niveles óptimos,
72,2026-08-08 14:20:58,120363042493725288@g.us,97878764691675,U-096 con niveles correctos de aceite de motor aceite hidráulico y liquido de frenos,
72,2026-08-08 14:35:56,120363042493725288@g.us,128733256110143,"Buen día novedades del día 07/08/26 PC Medellín guardia (1)

11:35 sale la unidad 073 a cargar agua a grupo más 13:29 retorna a base ya k saliendo de grupo más se poncho y espero al talachero para k le reparará el ponche 

11:58 sale unidad 096 a apoyo de derrame de árbol k estorbaba en la vía pública en dos bocas 13:50 retornan a base 

12:53 sale unidad 098 a atender un reporte de un masculino k se corto la mano en el campo de Medellín se llega al punto y se traslada al hospital naval para su atención 14:04 retornan a base 

 12:55 sale unidad 208 a atender un reporte por enfermedad general en puente moreno en la avenida paseo del mar número 20 se llega al lugar y se traslada a una femenina al hospital 20 de noviembre para su atención 13:52 retornan a base 

13:16 sale el compañero Jorge y Felipe a prestar apoyo a la compañera Marta trabajadora de limpieza k se desmayo y no responde en la localidad de moreno seco llegan al lugar la estabilizan y la trasladan al DIF en carro tida k trae el compañero Felipe 

14:06 sale unidad 096 a carga de combustible 14:39 retorna a base 

14:17 salen las unidades 072 y 208 a atender un reporte de incendio de casa aviación en la localidad de paso de toro llegan al lugar controlan y apagan el fuego de igual manera la unidad 208 atiende a dos personas con crisis nerviosa kedando todo sin novedad y dejando recomendaciones a los propietarios 15:50 retornan a base 

14:48 sale la unidad 098 de entregar paciente en hospital naval al palacio municipal de Medellín para atender a una compañera k se desmayo dentro del inmueble llega al lugar se valora y se procede a llevar al hospital de boca del río para su atención 16:21 retornan a base 

14:40 sale unidad 096 a apoyo al palacio municipal ya k reportaban una compañera desmayada y no despertaba así mismo se pidió a la 098 k llegara al punto para k trasladará a la compañera al HG de boca 15:26 retorna a base 

15:27 sale la unidad 096 al palacio para recoger un vehículo prestado para un traslado 16:11 retorna a base 

19:43 sale unidad 208 a la localidad de San Francisco para atender a la compañera Marta k se puso mal se llega al lugar y se procede a trasladar al hospital de boca para su atención 21:37 retornan a base 

19:55 sale unidad 098 a carga de combustible en las Vegas 20:25 retorna a base 

19:35 sale unidad 096 a atender reporte de abejas en playa de vacas y en arboledas San Miguel 22:25 retornan a base 

24:58 sale unidad 208 a atender reporte de una femenina golpeada en la localidad de ixcualco medellín se llega al lugar y se procede a trasladar al hospital de boca para su atención 03:07 retorna a base 

02:07 viene a base el compañero Leonardo de deporte para pedir apoyo para checar a un familiar k estaba detenida en la policía estatal pero estaba golpeado por una riña familiar se procedió a atender y hacer curaciones menores en las instalaciones de la policía estatal de igual manera se le dieron recomendaciones al compañero no ameritó ser trasladado 

03:49 sale unidad 208 a atender choke de moto en la localidad de el atrancon rancho del padre como referencia por la empacadora de piña se llega al lugar y se traslada al hospital de boca para su atención 07:19 retornan a base",
72,2026-08-08 14:36:11,120363042493725288@g.us,128733256110143,"08/08/2026
Atención población de #Veracruz.
Próximas 24-48 horas.

🔴 Ambiente caluroso al mediodía y parte de la tarde; templado a fresco por las noches y madrugadas.
🔴 Probabilidad de lluvias y tormentas eléctricas aisladas con los máximos acumulados sobre montañas y cuencas del sur. Nieblas y neblinas eventuales. 
🔴 Viento dominante del Noreste, Este y Sureste de 20 a 35 km/h en costas. Variable con rachas en las zonas de tormentas.
🔴 Olas de 0.5 a 1.0  metros cerca de costas.

👉 En los próximos 7 días se esperan lluvias y tormentas eléctricas aisladas con los máximos acumulados sobre montañas y cuencas del sur, aumentando el potencial el siguiente fina de semana. Además, se prevé poco cambio en la temperatura máxima.",
72,2026-08-08 15:05:06,120363042493725288@g.us,97878764691675,U-096 sale apoyo de orden y limpieza,
72,2026-08-08 15:13:05,120363042493725288@g.us,97878764691675,U-096 llegando al punto,
72,2026-08-08 15:13:20,120363042493725288@g.us,214482211094536,Enterado gracias,
72,2026-08-08 15:34:58,120363042493725288@g.us,170179606609930,Francos los francos,
72,2026-08-08 15:54:21,120363042493725288@g.us,226585563119766,🙋🏻‍♀️,
72,2026-08-08 15:55:40,120363042493725288@g.us,213554649145471,Para conocimiento sube el oxímetro pediátrico  de la 097 a la 098  con conocimiento del jefe de turno,
72,2026-08-08 15:56:12,120363042493725288@g.us,226585563119766,Enterada,ACB449F8A8E79C34D416D30AECD463F5
76,2026-08-08 18:04:31,120363042493725288@g.us,97878764691675,U-096 llegando a basé,
76,2026-08-08 18:25:52,120363042493725288@g.us,214482211094536,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *08/08/2026 12:13:00*
Asunto: *ACCIDENTE VEHICULAR MÚLTIPLE*
Colonia: *TEJAR*
Calle: *CARRETERA AL TEJAR S/N*
Entre calles: *ARBOLEDAS*
Referencia: *POR EL TOPE DESPUES DE SORIANA Y POR DONDE ESTA LA ENTRADA A DOS BOCAS*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.087454,-96.154876
*Resumen de evento*
     NDICA QUE UNA FEMENINA MOTOCICLISTA IMPACTÒ A AUS VEHICULO PRO LA PARTE DE ATRAS, SE METIO AL ARROYO VEHICULAR SIN VER Y DESPUES LES IMPACTO A PROPOSITO",
76,2026-08-08 18:25:57,120363042493725288@g.us,214482211094536,Sale unidad 098,
76,2026-08-08 18:27:47,120363042493725288@g.us,226585563119766,Enterada en base,AC9B0FD86F3106B524870FCA4B9CFCC8
76,2026-08-08 18:29:42,120363042493725288@g.us,214482211094536,Unidad en el punto,ACA4E03F225BAA54E45120AC29C4B3AC
76,2026-08-08 18:42:58,120363042493725288@g.us,213554649145471,El reporte se trató de un percance vial sin lesionados,
76,2026-08-08 18:43:52,120363042493725288@g.us,213554649145471,Se canaliza a la autoridad correspondiente,
76,2026-08-08 18:43:58,120363042493725288@g.us,226585563119766,Enterdos en base,
76,2026-08-08 18:47:06,120363042493725288@g.us,213554649145471,Unidad 098 en base,
77,2026-08-08 19:27:29,214774235267138@lid,Você,...,
77,2026-08-08 19:30:59,214774235267138@lid,214774235267138,"COMANDO , PENDIENTE CON EL REPORTE DE LA ALCANTARILLA, QUEDA SIN EFECTO",
77,2026-08-08 19:33:22,214774235267138@lid,Você,11 mandó,
78,2026-08-08 20:45:10,120363042493725288@g.us,214482211094536,Oye me llamo un transito se llama Jesus Valencia para solicitar apoyo para un accidente de motocicleta,
78,2026-08-08 20:45:11,120363042493725288@g.us,214482211094536,Lagos de puente moreno,
78,2026-08-08 20:45:59,120363042493725288@g.us,214482211094536,@97878764691675 y @226585563119766 me apoyas en ese tema de favor en la unidad U208,
78,2026-08-08 20:49:26,120363042493725288@g.us,226585563119766,Sale unidad 208 al punto,AC1A8B764035CBD67CA36CAA6678CD69
78,2026-08-08 20:49:37,120363042493725288@g.us,Você,Gracias con precaución,
78,2026-08-08 20:49:57,120363042493725288@g.us,226585563119766,Informes al arribo de la unidad,
78,2026-08-08 20:58:33,120363042493725288@g.us,97878764691675,U-208 en el punto,
78,2026-08-08 20:58:51,120363042493725288@g.us,214482211094536,Enterado en base,
78,2026-08-08 21:30:17,120363042493725288@g.us,226585563119766,Unidad 208 de retorno a base trasladaron al paciente por sus medios posterior datos,
78,2026-08-08 21:36:10,120363042493725288@g.us,97878764691675,U-208 llegando a basé,
78,2026-08-08 21:44:15,120363042493725288@g.us,214482211094536,Unidad 098 en clínica 71,
78,2026-08-08 21:50:02,120363042493725288@g.us,226585563119766,"Se acude a llamado de Emergencia en Lagos de puente Moreno por reporte se choque : Moto con Taxi : 
Se atiende a masculino de 24 años 
Px: Jair Carbajal Castro
DX : policontundido
HX de 2cm aproximadamente en la Rotula de Rodilla lado izquierdo con hemorragia activa, signos vitales dentro del parametro normal, se brinda la atencion y se le explica que hay que trasladarlo para valoracion medica 
Negandose al traslado 
Ya que su familiar lo iba a trasladar por sus medios quedando bajo resguardo de su Hermana: Mari Carmen Carvajal
Autoridad Presente:
Perito de transito municipal: Jesus Valencia
Unidad 088
Unidad 208 PC medellin de retorno a base",AC847240B1B41764E4E5197548BC52E0
78,2026-08-08 22:06:59,120363042493725288@g.us,213554649145471,Unidad 098 retorna a domicilio del ciudadano,
78,2026-08-08 22:13:56,120363042493725288@g.us,226585563119766,Enteradoa en base,
78,2026-08-08 22:17:20,120363042493725288@g.us,Você,En el callejón del campesino,
78,2026-08-08 22:19:41,120363042493725288@g.us,Você,El solicitante reporta que ya se está sofocado el incendio de pastizal queda sin efecto,
78,2026-08-08 22:21:15,120363042493725288@g.us,Você,Reporte de la ciudadana : Marichuy Isleño,
78,2026-08-08 23:06:26,120363042493725288@g.us,213554649145471,Unidad 098 en  base,
78,2026-08-08 23:33:53,120363042493725288@g.us,170179606609930,Si puede acudir la 96 este reporte un enjambre solicítale a Ciudadana ahorita mando los datos. Esta es la ubicación si puede ir la 96 a dejar recomendaciones,
78,2026-08-08 23:36:17,120363042493725288@g.us,170179606609930,@233453719150672,
78,2026-08-08 23:36:37,120363042493725288@g.us,170179606609930,Checa el privado,
78,2026-08-08 23:36:38,120363042493725288@g.us,214482211094536,Enterado sale unidad 096,
78,2026-08-08 23:36:45,120363042493725288@g.us,170179606609930,.,ACE408DFD93B57F68D70271436BE1B3F
78,2026-08-08 23:36:54,120363042493725288@g.us,71803431043257,Con cuidado  tomen foto ir   por eyas,
78,2026-08-08 23:43:58,120363042493725288@g.us,194171226824727,Con esta hora sale la unidad 096 por un reporte de abejas,3AF74388800FC76F47F2
78,2026-08-08 23:44:14,120363042493725288@g.us,Você,Enterado en base,
78,2026-08-08 23:55:30,120363042493725288@g.us,194171226824727,Unidad 096 en punto,
78,2026-08-09 00:11:55,120363042493725288@g.us,194171226824727,Sele pasa información preventiva a preotaria que no es recomendable quedarse en su domicilio en la noche vamos a regresar a retirar las abejas,
78,2026-08-09 00:12:10,120363042493725288@g.us,194171226824727,Unidad 096 retorna a base,
78,2026-08-09 00:50:19,120363042493725288@g.us,Você,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *08/08/2026 18:35:43*
Asunto: *CHOQUE VEHICULAR CON  PERSONA LESIONADA*
Colonia: *ARBOLEDAS SAN RAMON*
Calle: *JARDIN DE SAN MATEO S/N*
Entre calles: *LAS TORRES Y JARDIN DE BARTOLOME*
Referencia: *CERCA DE DOMO DEPORTIVO*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.091681927506,-96.156156770621
*Resumen de evento*
     INDICA QUE HACE UN MINUTOS HUBO UN CHOQUE ENTRE UNA MOTO Y UN VEHICULO, AL PARECER HAY LESIONADOS",
78,2026-08-09 00:51:15,120363042493725288@g.us,214482211094536,Enterado sale unidad 098,
78,2026-08-09 00:51:46,120363042493725288@g.us,Você,Enterado con precaución,
78,2026-08-09 00:57:50,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,AC7807EDF03040A64570930FC87EBFBE
78,2026-08-09 01:21:30,120363042493725288@g.us,226585563119766,Sale unidad 098 a reporte de accidente vehicular con una moto en la localidad san miguel rancho,
78,2026-08-09 01:22:35,120363042493725288@g.us,213554649145471,"Dos lesionados  
Firman negativa de traslado",
78,2026-08-09 01:22:53,120363042493725288@g.us,226585563119766,Enterados en base,AC11E1D50AEFE879C40DC2B5CBBEA041
78,2026-08-09 02:00:57,120363042493725288@g.us,Você,Sale unidad 208 a casa insurgentes en puente moreno por reporte de persona inconsciente,
78,2026-08-09 02:01:19,120363042493725288@g.us,Você,Información al arribo de la unidad,
78,2026-08-09 02:04:49,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,
78,2026-08-09 02:06:50,120363042493725288@g.us,170179606609930,Toma datos,
78,2026-08-09 02:06:54,120363042493725288@g.us,170179606609930,Porfavor,
78,2026-08-09 02:07:01,120363042493725288@g.us,226585563119766,Enterados en base,
78,2026-08-09 02:07:02,120363042493725288@g.us,170179606609930,Y qué fue lo que pasó,
78,2026-08-09 02:07:34,120363042493725288@g.us,170179606609930,Para requirir el lunes si puedes porfavor que fue lo que pasó,
78,2026-08-09 02:12:53,120363042493725288@g.us,223488774266954,Unidad 208 en base,
78,2026-08-09 02:32:00,120363042493725288@g.us,194171226824727,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *08/08/2026 20:13:14*
Asunto: *PERSONA AGRESIVA*
Colonia: *ARBOLEDA SAN MIGUEL*
Calle: *SAN MIGUEL *
Entre calles: *ESPERANZA*
Referencia: *EN EL OXXO*
Localidad: *NO ESPECIFICADO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.084215774282,-96.176890321094
*Resumen de evento*",
78,2026-08-09 02:33:02,120363042493725288@g.us,214482211094536,Enterado sale unidad 098,AC189009F43B8BA4759E8E2795F4F5EE
78,2026-08-09 02:33:43,120363042493725288@g.us,170179606609930,Espérame,AC189009F43B8BA4759E8E2795F4F5EE
78,2026-08-09 02:33:46,120363042493725288@g.us,170179606609930,Ya llegó la SAP,
78,2026-08-09 02:33:51,120363042493725288@g.us,170179606609930,?,
78,2026-08-09 02:33:56,120363042493725288@g.us,170179606609930,Policía al punto?,
78,2026-08-09 02:34:10,120363042493725288@g.us,170179606609930,No salgan hasta que la escena sea segura,
78,2026-08-09 02:34:16,120363042493725288@g.us,170179606609930,Canalizó con ssp,
78,2026-08-09 02:35:20,120363042493725288@g.us,170179606609930,Deme un momento,
78,2026-08-09 02:37:59,120363042493725288@g.us,194171226824727,Van la unidad en camino SP,
78,2026-08-09 02:38:11,120363042493725288@g.us,170179606609930,Que unidad Arturo?,
78,2026-08-09 02:38:31,120363042493725288@g.us,194171226824727,Estoy esperando que me pase el número de la unidad,
78,2026-08-09 02:38:48,120363042493725288@g.us,170179606609930,Ya se había canalizado con la delegación comando estamos tratando de contactarnos para verificar si ya esta la unidad,
78,2026-08-09 02:40:25,120363042493725288@g.us,194171226824727,La unidad 4465,
78,2026-08-09 02:40:34,120363042493725288@g.us,194171226824727,De la sp,AC8885E9C05436B2341DF0938E98EDAF
78,2026-08-09 02:44:56,120363042493725288@g.us,223488774266954,Unidad 208 sale a servicio en fraccionamiento San Miguel,
78,2026-08-09 02:46:53,120363042493725288@g.us,72104464666678,Se extrajo el panal del domicilio,
78,2026-08-09 02:47:27,120363042493725288@g.us,194171226824727,Enterado base con precaución,AC203AE7F5B4D1424D9AFAAB5B211743
78,2026-08-09 02:47:39,120363042493725288@g.us,194171226824727,Enterado base,ACB6A9E9212EAEA5FF62AF6396BF1DB6
78,2026-08-09 02:54:51,120363042493725288@g.us,97878764691675,U-208 en el punto,
78,2026-08-09 02:56:21,120363042493725288@g.us,214482211094536,Unidad en el punto,AC2F0D84ACC3B90E05BCEFCCE299A6F9
78,2026-08-09 03:00:56,120363042493725288@g.us,194171226824727,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *08/08/2026 20:52:00*
Asunto: *TLM-INCONSCIENTE*
Colonia: *TEJAR*
Calle: *AV PLAN  DE AYALA 2*
Entre calles: *FERROCARRILES*
Referencia: *CASA DE DOS PISOS COLOR VERDE*
Localidad: *TEJAR*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.083908087665,-96.158009107667
*Resumen de evento*",
78,2026-08-09 03:03:13,120363042493725288@g.us,72104464666678,Unidad 096,
78,2026-08-09 03:04:21,120363042493725288@g.us,214482211094536,Salgo a este servicio 098,AC664A07B524272877E6736BD3D0BCF1
78,2026-08-09 03:08:11,120363042493725288@g.us,194171226824727,Enterado base con precaución,AC943D80752B7CC4A14AD640DA9D5832
78,2026-08-09 03:11:23,120363042493725288@g.us,213554649145471,Unidad 098 procede al al tejar reportan persona inconsciente,
78,2026-08-09 03:19:11,120363042493725288@g.us,213554649145471,Para conocimiento llegamos a la 19 y no se ubico al lesionado,
78,2026-08-09 03:22:13,120363042493725288@g.us,194171226824727,Enterado base,
78,2026-08-09 03:23:54,120363042493725288@g.us,214482211094536,En el punto,AC664A07B524272877E6736BD3D0BCF1
78,2026-08-09 03:26:06,120363042493725288@g.us,213554649145471,Codigo negro,
78,2026-08-09 03:26:45,120363042493725288@g.us,170179606609930,Se está convulsionando,
78,2026-08-09 03:26:45,120363042493725288@g.us,170179606609930,Esquina Av europa,
78,2026-08-09 03:26:45,120363042493725288@g.us,170179606609930,Calzada del sol,
78,2026-08-09 03:26:52,120363042493725288@g.us,170179606609930,Ese ya se atendió,
78,2026-08-09 03:27:15,120363042493725288@g.us,214482211094536,Si ya pero se pusieron agresivos,
78,2026-08-09 03:28:07,120363042493725288@g.us,213554649145471,Afirma,
78,2026-08-09 03:28:57,120363042493725288@g.us,213554649145471,El del calzada del sol fue donde se pusieron agresivos,
78,2026-08-09 03:37:38,120363042493725288@g.us,223488774266954,Unidad 208 se mueve a servicio de La Higuera,
78,2026-08-09 03:39:17,120363042493725288@g.us,138276522463346,"*Accidente*
 *Puente* de *paso* del *toro*
En la *Y*",
78,2026-08-09 03:39:37,120363042493725288@g.us,138276522463346,Indican que sin lesionados,
78,2026-08-09 03:40:41,120363042493725288@g.us,97878764691675,U-208 llegando al punto del acidente vehicular del puente dela igriega,
78,2026-08-09 03:41:37,120363042493725288@g.us,Você,Enterado base,AC1335D5D741B6A8BFB2BEFECBBF000F
78,2026-08-09 03:45:07,120363042493725288@g.us,213554649145471,Se procede a retirar a los últimos familiares y se hace el debido acordonamiento para que realicen el protocolo correspondiente,
78,2026-08-09 04:03:21,120363042493725288@g.us,194171226824727,Va para allá la unidad sp 3028,
78,2026-08-09 04:03:46,120363042493725288@g.us,214482211094536,Enterado gracias,
78,2026-08-09 04:13:31,120363042493725288@g.us,97878764691675,U-208 retorna a base,
78,2026-08-09 04:15:54,120363042493725288@g.us,194171226824727,Enterado base,AC45B3C7C0E23E71106FF5558064E6E7
78,2026-08-09 04:25:09,120363042493725288@g.us,194171226824727,Unidades quien está disponible aurita,
78,2026-08-09 04:25:28,120363042493725288@g.us,194171226824727,De las ambulancia 🚑,
78,2026-08-09 04:26:01,120363042493725288@g.us,194171226824727,Tengo otro reporte,
78,2026-08-09 04:27:34,120363042493725288@g.us,223488774266954,"Unidad 208 en ""los carriles"" el Tejar",
78,2026-08-09 04:27:48,120363042493725288@g.us,194171226824727,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *08/08/2026 22:04:20*
Asunto: *VIOLENCIA FAMILIAR*
Colonia: *ARBOLEDAS  SAN MIGUEL*
Calle: *MEDELLIN S/N*
Entre calles: *CALZADA  SIN MIGUEL*
Referencia: *CERCA DE ABARROTES  TORRE FUERTE*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.08544,-96.17955
*Resumen de evento*",
78,2026-08-09 04:32:19,120363042493725288@g.us,223488774266954,Unidad 208 se dirige al servicio de arboledas San Miguel,
78,2026-08-09 04:33:34,120363042493725288@g.us,194171226824727,Va la unidad sp 4465,
78,2026-08-09 04:33:46,120363042493725288@g.us,194171226824727,En camino,
78,2026-08-09 04:36:45,120363042493725288@g.us,214482211094536,Unidad 098 en base,
78,2026-08-09 04:37:56,120363042493725288@g.us,170179606609930,"EQUIPO MUY IMPORTANTE SIEMPRE QUE SEA VIOLENCIA, ROBO O ALGO QUE LA ESCENA SEA HOSTIL ESPERAR A LA POLICÍA QUE LLEGUE AL PUNTO",
78,2026-08-09 04:38:39,120363042493725288@g.us,194171226824727,YA SE ENCUENTRA AHI LA UNIDAD,
78,2026-08-09 04:42:26,120363042493725288@g.us,213554649145471,Unidad 098 sale a derrape de moto  en la entrada de arboledas san Ramón,
78,2026-08-09 04:53:24,120363042493725288@g.us,97878764691675,Unidad 208 en el punto pero no séve nada ya icimos barrido en toda la zona y sin novedades,
78,2026-08-09 04:59:03,120363042493725288@g.us,223488774266954,Unidad 208 retorna a base,
78,2026-08-09 05:06:41,120363042493725288@g.us,194171226824727,Tránsito estatal te01-88  viene amando Jesús Francisco Valencia con uno más,
78,2026-08-09 05:11:39,120363042493725288@g.us,97878764691675,U-208 llegando a base,
78,2026-08-09 05:13:35,120363042493725288@g.us,170179606609930,Enterado gracias,
78,2026-08-09 05:38:04,120363042493725288@g.us,213554649145471,Unidad  098 en espera de pases médicos.,
78,2026-08-09 05:38:15,120363042493725288@g.us,213554649145471,Puedo esperar 30 minutos más,
78,2026-08-09 06:07:37,120363042493725288@g.us,194171226824727,Enterado base con precaución,ACFA7565E692F2D0F8D3FDA6D467460D
78,2026-08-09 06:19:06,120363042493725288@g.us,214482211094536,Unidad 098 en clínica 71 en espera de equipo,
78,2026-08-09 06:19:22,120363042493725288@g.us,194171226824727,Enterado base,
78,2026-08-09 06:35:13,120363042493725288@g.us,223488774266954,"*FECHA*  08/ 08/2026.
*AMBULANCIA*  U-208.
*OPERADOR* Miguel Martínez.
*PARAMEDICO* Mabel Márquez Ferrer.
*TERCERO ABORDO*
N/A.
*DIRECCIÓN DEL SERVICIO*  Base de protección civil, arboledas San Ramón.
*TIPO DE SERVICIO* 
Urgencia.
*NOMBRE DEL PACIENTE* 
Maria Magdalena Pozos Ramírez.
*T/A* 100/60 mm/Hg
*F/C* 77 x'
*F/R*  18 x' 
 *Spo2*  98%
 *TEMPERATURA* 36 °C
*GLUC/OPCIONAL* -
*EDAD* 17 años.
*Glasgow* 13.
*ORIGINARIO ( A)* Veracruz. 
*DESCRIPCIÓN DE LO OCURRIDO* Paciente femenino, es trasladada en vehículo particular a la base para su valoración por su encargada laboral. Comentan la px se desvaneció por unos minutos, respondiendo al estímulo doloroso, ante la interrogación probable crisis nerviosa, más ayuno prolongado, se le toman signos vitales y se le dan recomendaciones.
*DIAGNÓSTICO* probable crisis nerviosa, más ayuno prolongado.
*HOSPITAL  DE TRASLADO* n/a.
 *RECIBE* n/a.
*CÓDIGO* Amarillo.
*OBSERVACIONES* 
Px letárgico, responde al estímulo doloroso. 

*ANTECEDENTES PATOLOGICOS*
Negados.
*ANTECEDENTES  NO PATOLOGICOS*
Negados.

*ALERGIAS* Negadas.

 *MEDICAMENTOS* 
 Negados. 
*AUTORIDAD EN EL LUGAR*   -
*SEGURO*  no cuenta con servicio médico.
*DESPACHA* Dirección de protección civil.",AC25F2065C844E18558DE7D80828322A
78,2026-08-09 07:33:06,120363042493725288@g.us,213554649145471,Unidad 098 en base,
78,2026-08-09 07:41:09,120363042493725288@g.us,223488774266954,"*FECHA*  08/ 08/2026.
*AMBULANCIA*  U-208.
*OPERADOR* Miguel Martínez.
*PARAMEDICO* Mabel Márquez Ferrer.
*TERCERO ABORDO*
N/A.
*DIRECCIÓN DEL SERVICIO*  Carretera Paso del Toro.
*TIPO DE SERVICIO* 
Urgencia.
*NOMBRE DEL PACIENTE* 
Maria de Jesús Carrillo Chan.
*T/A* 160/100 mm/Hg 
*F/C* 115 x'
*F/R*  18 x' 
 *Spo2*  97%
 *TEMPERATURA* 37. °C
*GLUC/OPCIONAL* -
*EDAD* 66 años.
*Glasgow* 15.
*ORIGINARIO ( A)* Veracruz. 
*DESCRIPCIÓN DE LO OCURRIDO* Paciente femenino, que iba en vehículo particular sentada del lado del copiloto, consciente, orientada en sus cuatro esferas, cooperadora,   con crisis nerviosa leve, refiere dolor en el pecho por perdida de control de vehículo al atorarse una caña entre la 1ra llanta lado izquierdo (piloto), sin compromiso ventilarorio, con elevación de la TA. Se le checan signos vitales y se le dan recomendaciones.
*DIAGNÓSTICO* crisis nerviosa leve, dolor en el pecho sin compromiso ventilarorio y elevación de la TA. 
*HOSPITAL  DE TRASLADO* No amerita traslado.
 *RECIBE* N/A.
*CÓDIGO* Amarillo.
*OBSERVACIONES* 
Paciente consciente, orientada en sus cuatro esferas, cooperadora, presenta crisis nerviosa leve, con alteración de la TA.

*ANTECEDENTES PATOLOGICOS*
Negados.
*ANTECEDENTES  NO PATOLOGICOS*
Negados.

*ALERGIAS* Negadas.

 *MEDICAMENTOS* 
 Negados. 
*AUTORIDAD EN EL LUGAR*   -
*SEGURO*  IMSS.
*DESPACHA* Dirección de protección civil.",AC1335D5D741B6A8BFB2BEFECBBF000F
78,2026-08-09 08:39:15,120363042493725288@g.us,194171226824727,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *09/08/2026 02:00:01*
Asunto: *VIOLENCIA FAMILIAR*
Colonia: *EL TEJAR*
Calle: *CAMINO ANTIGUO S/N*
Entre calles: *AV PATRIOTISMO*
Referencia: *POR LA GRANJA AVICOLA LA GALLINA FELIZ*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.086379907374,-96.171164741396
*Resumen de evento*

ME AOPOYAS CON LA AMBULANCIA EN ESTA UBICACION UNA FEMENINA FUE AGREDIDA LA UNIDAD YA SE ENCUENTRA EN EL LUGAR",
78,2026-08-09 08:41:25,120363042493725288@g.us,214482211094536,Sale unidad 098,
78,2026-08-09 08:44:42,120363042493725288@g.us,194171226824727,Enterado base con precaución,
78,2026-08-09 08:56:02,120363042493725288@g.us,214482211094536,Unidad 098 en el punto,
78,2026-08-09 08:56:18,120363042493725288@g.us,194171226824727,Enterado base,
78,2026-08-09 09:21:32,120363042493725288@g.us,214482211094536,Policía Enrique romero Zarate con 1 más de fuerza unidad SP _3028,
78,2026-08-09 09:29:31,120363042493725288@g.us,194171226824727,Enterado base,AC5EAC2ACA31CC09BE4D536E69013378
78,2026-08-09 09:54:03,120363042493725288@g.us,214482211094536,Unidad 098 en HG boca del río en espera de equipo,
78,2026-08-09 10:02:39,120363042493725288@g.us,194171226824727,"*Reporte al 9-1-1 (PRELIMINAR)*
Fecha y Hora: *09/08/2026 03:48:53*
Asunto: *CABLES SUSPENDIDOS*
Colonia: *EL TEJAR*
Calle: *AV INDEPENDENCIA 58*
Entre calles: *EMILIANO ZAPATA*
Referencia: *POR LA GASOLINERA EL TEJAR*
Localidad: *MEDELLIN DE BRAVO*
Municipio: *MEDELLIN DE BRAVO*
*Ubicación:*https://www.google.com/maps/place/19.08325,-96.15691
*Resumen de evento*",
78,2026-08-09 10:05:02,120363042493725288@g.us,194171226824727,Sale la unidad 096,ACF415114FCA2289946AF1BBB9808E22
78,2026-08-09 10:05:29,120363042493725288@g.us,214482211094536,Enterado con precaución,
78,2026-08-09 10:18:46,120363042493725288@g.us,194171226824727,Unidad 096 en el lugar,ACF415114FCA2289946AF1BBB9808E22
78,2026-08-09 10:35:46,120363042493725288@g.us,194171226824727,Unidad 096 retorna a base,
78,2026-08-09 10:40:54,120363042493725288@g.us,194171226824727,Unidad 096 ya en base,
